p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
4.39057699666e-07	2.23520283466e-06	GO:0002367	b	3	cytokine production involved in immune response	972; 3569; 7040; 7042; 7099; 11006; 114548	CD74; TGFB1; TGFB2; LILRB4; NLRP3; IL6; TLR4	94	94
4.71286579455e-07	1.24890943555e-05	GO:0003677	m	4	DNA binding	2078; 2303; 2305; 2313; 4066; 4208; 4332; 5396; 5450; 22797; 6688; 6935; 7128; 7153; 8061; 8091; 8318; 8320; 9242; 9464; 9839; 10320; 56917; 114548; 149628; 84525; 84627; 54345; 54796; 64321	PYHIN1; ERG; FOXM1; HAND2; MSC; SOX18; SPI1; NLRP3; IKZF1; MEIS3; SOX17; EOMES; FOSL1; MNDA; TOP2A; LYL1; TFEC; FLI1; HMGA2; PRRX1; ZEB1; ZEB2; HOPX; POU2AF1; BNC2; TNFAIP3; MEF2C; ZNF469; CDC45; FOXC2	2515	2330
4.72075376389e-07	2.67662155156e-06	GO:0042116	b	4	macrophage activation	972; 3569; 3689; 6556; 7097; 7099; 84868	CD74; TLR2; ITGB2; SLC11A1; IL6; TLR4; HAVCR2	97	95
4.7701949953e-07	1.35155524867e-06	GO:0050673	b	2	epithelial cell proliferation	94; 348; 857; 1012; 3569; 4208; 6608; 7040; 7042; 7099; 7128; 23213	MEF2C; CDH13; ACVRL1; TGFB1; TGFB2; SMO; IL6; APOE; TNFAIP3; TLR4; SULF1; CAV1	390	386
5.27353281827e-07	2.64463735364e-06	GO:0032623	b	3	interleukin-2 production	920; 940; 942; 7128; 11006; 84868	CD28; TNFAIP3; CD86; CD4; LILRB4; HAVCR2	60	60
6.2544354964e-07	3.51210608644e-06	GO:0002697	b	4	regulation of immune effector process	940; 942; 972; 3569; 3689; 7040; 7042; 7099; 7128; 11006; 114548; 84868	CD74; TGFB1; TGFB2; CD28; LILRB4; NLRP3; TNFAIP3; CD86; IL6; ITGB2; TLR4; HAVCR2	476	396
6.49016753975e-07	3.60976937449e-06	GO:0001501	b	4	skeletal system development	94; 1240; 2303; 2313; 4208; 5396; 6424; 7040; 7042; 8091; 23213; 9464; 26585	TGFB1; TGFB2; ACVRL1; SFRP4; HMGA2; FLI1; SULF1; MEF2C; GREM1; HAND2; PRRX1; CMKLR1; FOXC2	486	475
7.07897717712e-07	3.49784754634e-06	GO:0002218	b	3	activation of innate immune response	857; 3055; 3689; 4332; 5698; 6280; 7097; 7099; 7128; 149628; 84868	ITGB2; TLR4; PYHIN1; TNFAIP3; TLR2; S100A9; PSMB9; MNDA; HCK; HAVCR2; CAV1	336	328
7.4952043453e-07	3.64983863771e-06	GO:0003205	b	3	cardiac chamber development	2303; 4208; 5138; 6608; 7040; 7042; 9464; 93649	SMO; TGFB2; TGFB1; PDE2A; MEF2C; MYOCD; HAND2; FOXC2	149	148
8.11386639541e-07	4.47028110842e-06	GO:0043085	b	4	positive regulation of catalytic activity	348; 857; 920; 942; 972; 1901; 3383; 3689; 4208; 5341; 5347; 6280; 6556; 7040; 7042; 7099; 8091; 9212; 114548; 55635; 26585; 653361	CD74; TGFB1; TGFB2; PLK1; NCF1; CD4; ITGB2; CAV1; APOE; NLRP3; SLC11A1; S1PR1; CD86; S100A9; ICAM1; GREM1; AURKB; HMGA2; PLEK; MEF2C; DEPDC1; TLR4	1408	1381
1.12486957877e-06	5.39937397811e-06	GO:0097529	b	3	myeloid leukocyte migration	399; 972; 1240; 3569; 3627; 3689; 6280; 7042; 26585	CD74; TGFB2; ITGB2; IL6; RHOH; S100A9; CXCL10; CMKLR1; GREM1	220	212
1.21614620156e-06	6.58703976709e-06	GO:0050920	b	4	regulation of chemotaxis	972; 1012; 1240; 1901; 3569; 3603; 3627; 7040; 26585	CD74; TGFB1; CDH13; GREM1; S1PR1; IL16; IL6; CXCL10; CMKLR1	220	214
1.2181511898e-06	6.58703976709e-06	GO:0003143	b	4	embryonic heart tube morphogenesis	4208; 6608; 8320; 9464; 54345; 64321	SOX18; SMO; EOMES; SOX17; MEF2C; HAND2	69	69
1.34545260925e-06	3.72346187211e-06	GO:0065008	b	2	regulation of biological quality	87; 94; 348; 399; 857; 920; 972; 1240; 1634; 1901; 2303; 2313; 2316; 3055; 3383; 3569; 3627; 3689; 4208; 5008; 5138; 5341; 5347; 5698; 6280; 6424; 6556; 6608; 6688; 7040; 7097; 7099; 7128; 9212; 10320; 11178; 149628; 27122; 653361; 64321	CD74; TGFB1; NCF1; PLK1; PYHIN1; CD4; ITGB2; HCK; TLR2; IKZF1; CAV1; DCN; IL6; APOE; SLC11A1; SPI1; S1PR1; SOX17; OSM; ICAM1; S100A9; LZTS1; ACVRL1; TLR4; FLI1; RHOH; CXCL10; PLEK; SMO; ACTN1; SFRP4; DKK3; TNFAIP3; PDE2A; MEF2C; PSMB9; AURKB; FLNA; CMKLR1; FOXC2	4060	3932
1.36033545006e-06	7.28840277828e-06	GO:0003231	b	4	cardiac ventricle development	2303; 4208; 5138; 7040; 7042; 9464; 93649	TGFB1; TGFB2; PDE2A; MEF2C; MYOCD; HAND2; FOXC2	112	111
1.37441060204e-06	6.50425298993e-06	GO:0051098	b	3	regulation of binding	348; 857; 1601; 5347; 6608; 7040; 8091; 9212; 9464; 149628; 93649	TGFB1; APOE; HAND2; PLK1; HMGA2; PYHIN1; SMO; MYOCD; AURKB; DAB2; CAV1	361	351
1.44376099414e-06	6.73755130599e-06	GO:0003151	b	3	outflow tract morphogenesis	2303; 4208; 7042; 9464; 54345; 64321	SOX18; TGFB2; SOX17; MEF2C; HAND2; FOXC2	71	71
1.50475262746e-06	3.9123568314e-05	GO:0005515	m	2	protein binding	87; 94; 322; 332; 348; 399; 857; 890; 915; 920; 940; 942; 944; 972; 1012; 1063; 1240; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3383; 3569; 3603; 3627; 3675; 3689; 4066; 4208; 4332; 4854; 5008; 5138; 5341; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 11006; 11178; 114548; 149628; 84525; 150372; 84868; 284119; 54796; 55635; 25959; 26585; 93649; 27122; 653361; 64321	CD74; TGFB1; CDH13; TLR2; FOSL1; PLK1; BIRC5; ITGA3; TGFB2; CD4; ERG; FOXM1; TNFAIP3; HAND2; CXCL10; DAB2; PDE2A; MSC; IKZF1; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; SPI1; S1PR1; APBB1; ITGB2; CD86; EOMES; CAVIN1; TNFSF8; OSM; ICAM1; DLGAP5; MNDA; S100A9; GREM1; TOP2A; CD28; LYL1; TLR4; TFEC; CENPF; FLI1; SOX17; PYHIN1; CDC45; RHOH; ZEB1; ACVRL1; TGFB1I1; HCK; PLEK; ZEB2; SMO; ACTN1; HOPX; SFRP4; POU2AF1; HMGA2; CD3D; BNC2; DKK3; IL16; NOTCH3; IL6; NOTCH4; NFAM1; DEPDC1; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; LZTS1; CMKLR1; FOXC2; HAVCR2; MYOCD	14003	13252
1.58768738737e-06	8.42917667474e-06	GO:0051049	b	4	regulation of transport	322; 348; 857; 920; 972; 1012; 1601; 2316; 3055; 3383; 3569; 3603; 3627; 3689; 4208; 5008; 6424; 6556; 6608; 7040; 7042; 7097; 7099; 26585	CD74; TGFB1; CDH13; TGFB2; SMO; GREM1; CXCL10; DAB2; CAV1; TLR2; APOE; SLC11A1; APBB1; OSM; ICAM1; MEF2C; ITGB2; HCK; CD4; SFRP4; IL16; IL6; TLR4; FLNA	1715	1679
1.58925926751e-06	7.3149467655e-06	GO:0001974	b	3	blood vessel remodeling	94; 2303; 2316; 4208; 7040	MEF2C; FLNA; ACVRL1; FOXC2; TGFB1	40	40
1.73851308036e-06	7.89378912163e-06	GO:0048468	b	3	cell development	87; 322; 348; 399; 2303; 2313; 2316; 3383; 3569; 3675; 4208; 4854; 5138; 5396; 6280; 6608; 6935; 7040; 7042; 7097; 7099; 4855; 23213; 9464; 11178; 54345; 64321	TGFB1; TGFB2; ITGA3; SMO; IL6; HAND2; PDE2A; SOX18; TLR2; APOE; APBB1; SULF1; SOX17; S100A9; ICAM1; LZTS1; FLI1; RHOH; ZEB1; ACTN1; NOTCH4; NOTCH3; MEF2C; TLR4; PRRX1; FLNA; FOXC2	2114	2071
1.76205465985e-06	2.42282515729e-05	GO:0044459	c	2	plasma membrane part	94; 399; 857; 915; 920; 940; 942; 944; 972; 1012; 1240; 1901; 3055; 3383; 3569; 3627; 3675; 3689; 5138; 5341; 6556; 6608; 7097; 7099; 8061; 4855; 11006; 11178; 84868; 284119; 57413; 653361	CD74; CDH13; ITGA3; CAVIN1; CD4; ITGB2; HCK; CAV1; TLR2; LILRB4; SLC11A1; TMIGD3; S1PR1; CD86; TNFSF8; FOSL1; ICAM1; LZTS1; CD28; RHOH; ACVRL1; CXCL10; PLEK; SMO; NOTCH4; CD3D; PDE2A; IL6; TLR4; NCF1; CMKLR1; HAVCR2	3026	2760
1.79818270644e-06	3.17678944805e-05	GO:0001228	m	4	DNA-binding transcription activator activity, RNA polymerase II-specific	2078; 2303; 2313; 4208; 5396; 22797; 6688; 8061; 9464; 56917; 54345; 64321	SOX18; SPI1; TFEC; MEIS3; FLI1; SOX17; MEF2C; ERG; FOSL1; HAND2; PRRX1; FOXC2	444	438
1.84523564263e-06	9.70826680446e-06	GO:0034103	b	4	regulation of tissue remodeling	1901; 3569; 7040; 7128; 9464; 26585	TGFB1; GREM1; S1PR1; TNFAIP3; IL6; HAND2	74	74
2.00622684073e-06	1.04610399552e-05	GO:0060326	b	4	cell chemotaxis	972; 1240; 1901; 3569; 3603; 3627; 3689; 6280; 7042; 26585	CD74; TGFB2; ITGB2; S1PR1; IL16; IL6; GREM1; S100A9; CXCL10; CMKLR1	305	293
2.17245913857e-06	1.1227576433e-05	GO:0007498	b	4	mesoderm development	2303; 3055; 3675; 6608; 8091; 8320; 10320	EOMES; ITGA3; HMGA2; SMO; HCK; IKZF1; FOXC2	119	119
2.22003042723e-06	9.94573631401e-06	GO:0043062	b	3	extracellular structure organization	348; 857; 1634; 2303; 3383; 3569; 3675; 3689; 7040; 7042; 23213; 26585	DCN; TGFB1; TGFB2; APOE; ITGA3; SULF1; IL6; ITGB2; ICAM1; FOXC2; GREM1; CAV1	454	447
2.26961197964e-06	1.00340740152e-05	GO:0040008	b	3	regulation of growth	94; 322; 348; 2303; 4208; 5008; 6280; 6608; 7040; 7042; 8091; 26585; 93649; 64321	SMO; TGFB2; ACVRL1; TGFB1; HMGA2; APBB1; SOX17; MEF2C; APOE; OSM; MYOCD; S100A9; FOXC2; GREM1	633	620
2.33351005481e-06	2.85854981715e-05	GO:0046332	m	3	SMAD binding	94; 1601; 2316; 7041; 8091; 93649	ACVRL1; HMGA2; MYOCD; DAB2; TGFB1I1; FLNA	77	77
2.33351005481e-06	1.19541216843e-05	GO:0001570	b	4	vasculogenesis	857; 6608; 7040; 54345; 93649; 64321	SOX18; TGFB1; SOX17; SMO; MYOCD; CAV1	77	77
2.42903874261e-06	1.23352923972e-05	GO:0009855	b	4	determination of bilateral symmetry	4208; 6608; 8320; 9464; 54345; 26585; 64321	SOX18; SMO; EOMES; SOX17; MEF2C; GREM1; HAND2	127	121
2.45517958128e-06	1.23605592713e-05	GO:0061448	b	4	connective tissue development	94; 2303; 4208; 5396; 7040; 8091; 23213; 9464; 26585	TGFB1; ACVRL1; HMGA2; SULF1; MEF2C; GREM1; HAND2; PRRX1; FOXC2	243	233
2.53524196643e-06	6.85667713649e-06	GO:0033002	b	2	muscle cell proliferation	1012; 1901; 2303; 3569; 4208; 7042; 7128; 93649	MEF2C; CDH13; S1PR1; TGFB2; TNFAIP3; IL6; MYOCD; FOXC2	177	174
2.56652938544e-06	1.11994009547e-05	GO:0009799	b	3	specification of symmetry	4208; 6608; 8320; 9464; 54345; 26585; 64321	SOX18; SMO; EOMES; SOX17; MEF2C; GREM1; HAND2	128	122
2.70718531419e-06	1.16617213534e-05	GO:0033554	b	3	cellular response to stress	322; 857; 890; 972; 2305; 2316; 3383; 3569; 3627; 4208; 4332; 5347; 5396; 5698; 22797; 6688; 7042; 7099; 7128; 7153; 8091; 8318; 9464; 149628; 26585; 653361	CD74; TGFB2; PLK1; PYHIN1; FOXM1; HAND2; CAV1; IL6; SPI1; CCNA2; APBB1; ICAM1; MNDA; TOP2A; GREM1; TLR4; TFEC; HMGA2; CDC45; CXCL10; TNFAIP3; MEF2C; PSMB9; PRRX1; FLNA; NCF1	2065	1987
2.76074536025e-06	1.37801306871e-05	GO:0051216	b	4	cartilage development	94; 4208; 5396; 7040; 8091; 23213; 9464; 26585	TGFB1; ACVRL1; HMGA2; SULF1; MEF2C; GREM1; HAND2; PRRX1	184	176
2.89346956825e-06	1.432022227e-05	GO:0032570	b	4	response to progesterone	857; 7040; 7042; 7097; 8061	TLR2; TGFB1; TGFB2; FOSL1; CAV1	45	45
3.02309625367e-06	1.48360353962e-05	GO:0007167	b	4	enzyme linked receptor protein signaling pathway	94; 857; 920; 1012; 1601; 1634; 2303; 3055; 3675; 6424; 7040; 7041; 7042; 23213; 26585; 93649; 27122; 653361	DCN; TGFB1; CDH13; ACVRL1; SFRP4; TGFB1I1; ITGA3; TGFB2; SULF1; DKK3; CD4; GREM1; MYOCD; HCK; DAB2; NCF1; FOXC2; CAV1	1047	1037
3.34786507617e-06	1.62059663121e-05	GO:0014070	b	4	response to organic cyclic compound	857; 890; 920; 1601; 3383; 3569; 3627; 4208; 5138; 6608; 7040; 7042; 7097; 8061; 114548; 25959	IL6; TGFB2; CCNA2; NLRP3; TGFB1; TLR2; KANK2; SMO; PDE2A; CD4; FOSL1; ICAM1; CXCL10; DAB2; MEF2C; CAV1	848	835
3.35774302015e-06	1.62059663121e-05	GO:0030099	b	4	myeloid cell differentiation	87; 920; 972; 2313; 4208; 6688; 7040; 7097; 7099; 10320; 11006	CD74; MEF2C; ACTN1; SPI1; TGFB1; FLI1; CD4; LILRB4; TLR4; TLR2; IKZF1	419	385
3.45023187582e-06	1.65158640613e-05	GO:0036211	b	4	protein modification process	94; 322; 332; 348; 857; 890; 920; 942; 972; 1601; 1634; 2078; 2305; 2316; 3055; 3383; 3569; 3627; 3689; 4208; 5008; 5347; 5698; 6280; 6556; 6688; 7040; 7042; 7097; 7099; 7128; 8091; 9212; 9464; 11006; 114548; 84868; 26585; 93649; 653361	CD74; TGFB1; TGFB2; PLK1; BIRC5; NCF1; CD4; ERG; FOXM1; MYOCD; HAND2; CXCL10; DAB2; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; APBB1; ITGB2; CD86; OSM; ICAM1; S100A9; GREM1; ACVRL1; TLR4; HMGA2; SPI1; HCK; TLR2; TNFAIP3; IL6; PSMB9; AURKB; FLNA; HAVCR2	4208	4074
3.61685818029e-06	1.71727250186e-05	GO:0030198	b	4	extracellular matrix organization	857; 1634; 2303; 3383; 3569; 3675; 3689; 7040; 7042; 23213; 26585	DCN; TGFB1; TGFB2; ITGB2; ITGA3; SULF1; IL6; GREM1; ICAM1; FOXC2; CAV1	393	388
3.93525176612e-06	1.85337663823e-05	GO:0040013	b	4	negative regulation of locomotion	94; 348; 972; 1634; 4208; 7040; 23213; 57413; 26585; 93649	CD74; DCN; ACVRL1; TGFB1; TMIGD3; SULF1; MEF2C; APOE; MYOCD; GREM1	323	316
4.0077216495e-06	1.05981972509e-05	GO:0045058	b	2	T cell selection	915; 920; 940; 972; 3569	CD4; CD74; CD28; CD3D; IL6	48	48
5.02106944522e-06	1.29892883474e-05	GO:0007049	b	2	cell cycle	322; 332; 890; 940; 1012; 1063; 2305; 2316; 5347; 5698; 7040; 7042; 7128; 7153; 8061; 8091; 8318; 9212; 9787; 10320; 11178; 149628; 25959; 93649	TGFB1; CDH13; PLK1; BIRC5; PYHIN1; FOXM1; MYOCD; IKZF1; CCNA2; APBB1; FOSL1; AURKB; DLGAP5; LZTS1; CD28; CENPF; HMGA2; TGFB2; TNFAIP3; KANK2; PSMB9; CDC45; FLNA; TOP2A	1860	1793
5.02506850774e-06	2.13724432734e-05	GO:0002443	b	3	leukocyte mediated immunity	940; 972; 3383; 3569; 3689; 4332; 6280; 6556; 7040; 7097; 7099; 11006; 114548; 150372; 84868	CD74; TGFB1; CD28; TLR4; NLRP3; SLC11A1; LILRB4; IL6; NFAM1; ITGB2; S100A9; ICAM1; MNDA; TLR2; HAVCR2	905	761
5.10194453275e-06	2.14281670376e-05	GO:0045087	b	3	innate immune response	348; 857; 972; 3055; 3383; 3689; 4332; 5698; 6280; 6556; 7097; 7099; 7128; 114548; 149628; 84868; 653361	CD74; NCF1; APOE; PSMB9; NLRP3; SLC11A1; TLR4; TNFAIP3; PYHIN1; TLR2; ITGB2; S100A9; ICAM1; MNDA; HCK; HAVCR2; CAV1	1104	968
5.56687040484e-06	2.60084185314e-05	GO:0051050	b	4	positive regulation of transport	322; 348; 857; 920; 1601; 2316; 3627; 3689; 6424; 6556; 6608; 7040; 7042; 7097; 7099; 26585	TGFB1; SMO; TGFB2; APOE; TLR4; SFRP4; SLC11A1; TLR2; APBB1; CD4; ITGB2; CXCL10; FLNA; DAB2; GREM1; CAV1	880	869
5.98917865154e-06	2.77593677183e-05	GO:0046903	b	4	secretion	87; 322; 348; 857; 972; 2316; 3055; 3569; 3689; 4208; 4332; 5008; 5341; 6280; 6556; 7040; 7042; 7097; 7099; 150372; 284119	CD74; MEF2C; ACTN1; APOE; TGFB1; S100A9; TLR2; SLC11A1; APBB1; IL6; CAVIN1; NFAM1; ITGB2; OSM; TLR4; HCK; MNDA; FLNA; PLEK; TGFB2; CAV1	1469	1437
6.56319772115e-06	2.72251164729e-05	GO:0061061	b	3	muscle structure development	857; 1063; 1634; 1901; 2303; 3627; 4208; 6608; 7040; 7042; 9242; 26585; 93649	DCN; SMO; TGFB2; GREM1; TGFB1; CENPF; S1PR1; MEF2C; MYOCD; CXCL10; MSC; FOXC2; CAV1	598	586
6.61809311151e-06	3.04328061191e-05	GO:0001955	b	4	blood vessel maturation	94; 1901; 4066	S1PR1; ACVRL1; LYL1	8	8
6.79583281688e-06	7.47541609857e-05	GO:0043227	c	2	membrane-bounded organelle	87; 322; 332; 348; 399; 857; 890; 915; 920; 942; 972; 1012; 1063; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3383; 3569; 3603; 3675; 3689; 4066; 4208; 4332; 4854; 5138; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 11006; 56917; 114548; 149628; 84525; 84627; 150372; 84868; 389136; 54345; 284119; 54796; 55635; 25959; 93649; 653361; 64321	CD74; TGFB1; CDH13; FOSL1; PLK1; BIRC5; ITGA3; TGFB2; CD4; ERG; FOXM1; TNFAIP3; HAND2; DAB2; PDE2A; MSC; IKZF1; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; SPI1; S1PR1; MEIS3; APBB1; SULF1; CD86; EOMES; CAVIN1; DEPDC1; S100A9; ICAM1; DLGAP5; MNDA; TGFB1I1; TOP2A; SOX18; ITGB2; LYL1; TLR4; TFEC; CENPF; FLI1; SOX17; PYHIN1; CDC45; RHOH; VGLL3; HCK; ZEB1; ZEB2; SMO; ACTN1; HOPX; SFRP4; POU2AF1; HMGA2; TLR2; BNC2; IL16; NOTCH3; IL6; NOTCH4; NFAM1; ZNF469; KANK2; PSMB9; AURKB; PRRX1; FLNA; NCF1; CD3D; FOXC2; HAVCR2; MYOCD	12801	12142
7.5677825541e-06	3.45280079031e-05	GO:0008015	b	4	blood circulation	94; 348; 857; 2303; 2313; 2316; 3383; 3627; 5138; 7040; 7042; 57413	TGFB1; TGFB2; ACVRL1; TMIGD3; FLI1; PDE2A; APOE; ICAM1; CXCL10; FLNA; FOXC2; CAV1	508	504
7.67900718631e-06	0.000113265355998	GO:0005925	c	4	focal adhesion	87; 857; 1012; 1601; 2316; 3055; 3383; 3603; 3675; 3689; 7041	ACTN1; ITGB2; TGFB1I1; ITGA3; CDH13; IL16; ICAM1; FLNA; DAB2; HCK; CAV1	420	420
8.03060973723e-06	0.000110420883887	GO:0005924	c	3	cell-substrate adherens junction	87; 857; 1012; 1601; 2316; 3055; 3383; 3603; 3675; 3689; 7041	ACTN1; ITGB2; TGFB1I1; ITGA3; CDH13; IL16; ICAM1; FLNA; DAB2; HCK; CAV1	422	422
8.06158058845e-06	3.64958377027e-05	GO:0097530	b	4	granulocyte migration	399; 972; 1240; 3627; 3689; 6280; 7042	CD74; TGFB2; ITGB2; RHOH; S100A9; CXCL10; CMKLR1	149	145
8.97177001376e-06	8.22412251261e-05	GO:0030055	c	2	cell-substrate junction	87; 857; 1012; 1601; 2316; 3055; 3383; 3603; 3675; 3689; 7041	ACTN1; ITGB2; TGFB1I1; ITGA3; CDH13; IL16; ICAM1; FLNA; DAB2; HCK; CAV1	427	427
8.97960051438e-06	4.03391284646e-05	GO:0002062	b	4	chondrocyte differentiation	94; 4208; 7040; 8091; 23213; 26585	TGFB1; ACVRL1; HMGA2; SULF1; MEF2C; GREM1	104	97
9.22329489858e-06	3.7793013243e-05	GO:0003013	b	3	circulatory system process	94; 348; 857; 2303; 2313; 2316; 3383; 3627; 5138; 7040; 7042; 57413	TGFB1; TGFB2; ACVRL1; TMIGD3; FLI1; PDE2A; APOE; ICAM1; CXCL10; FLNA; FOXC2; CAV1	518	514
9.33699215941e-06	4.16244535961e-05	GO:0061082	b	4	myeloid leukocyte cytokine production	972; 7040; 7042; 7099	CD74; TGFB1; TGFB2; TLR4	27	27
9.45991117512e-06	3.82955440342e-05	GO:0032613	b	3	interleukin-10 production	940; 3569; 7097; 7099; 11006	IL6; TLR2; CD28; LILRB4; TLR4	57	57
9.54416453124e-06	0.000126460180039	GO:0001067	m	4	regulatory region nucleic acid binding	2078; 2303; 2305; 2313; 4066; 4208; 5396; 22797; 6688; 6935; 8061; 8091; 8320; 9242; 9464; 9839; 10320; 56917; 54345; 54796; 64321	SOX18; EOMES; SPI1; LYL1; MEIS3; TFEC; BNC2; HMGA2; MSC; FLI1; SOX17; MEF2C; ERG; FOXM1; HAND2; PRRX1; FOSL1; ZEB1; FOXC2; IKZF1; ZEB2	1535	1481
1.03118110625e-05	4.56219519736e-05	GO:0031663	b	4	lipopolysaccharide-mediated signaling pathway	3055; 7040; 7097; 7099; 7128	TLR2; HCK; TNFAIP3; TLR4; TGFB1	58	58
1.14736218317e-05	5.03804146597e-05	GO:0002429	b	4	immune response-activating cell surface receptor signaling pathway	915; 920; 940; 1240; 3055; 4208; 4332; 5698; 11006; 150372	MEF2C; CD28; CD3D; CD4; NFAM1; LILRB4; PSMB9; MNDA; HCK; CMKLR1	495	357
1.15920386347e-05	0.00011360197862	GO:0008134	m	3	transcription factor binding	322; 1063; 2316; 4208; 5396; 6688; 7041; 8091; 8320; 9464; 114548; 93649; 64321	EOMES; SPI1; NLRP3; CENPF; HMGA2; APBB1; SOX17; MEF2C; MYOCD; HAND2; TGFB1I1; PRRX1; FLNA	634	618
1.19527961776e-05	5.20927833414e-05	GO:0043412	b	4	macromolecule modification	94; 322; 332; 348; 857; 890; 920; 942; 972; 1601; 1634; 2078; 2305; 2316; 3055; 3383; 3569; 3627; 3689; 4208; 5008; 5347; 5698; 6280; 6556; 6688; 7040; 7042; 7097; 7099; 7128; 8091; 9212; 9464; 11006; 114548; 84868; 26585; 93649; 653361	CD74; TGFB1; TGFB2; PLK1; BIRC5; NCF1; CD4; ERG; FOXM1; MYOCD; HAND2; CXCL10; DAB2; CAV1; DCN; MEF2C; APOE; CCNA2; LILRB4; NLRP3; SLC11A1; APBB1; ITGB2; CD86; OSM; ICAM1; S100A9; GREM1; ACVRL1; TLR4; HMGA2; SPI1; HCK; TLR2; TNFAIP3; IL6; PSMB9; AURKB; FLNA; HAVCR2	4421	4275
1.25400349214e-05	5.01601396856e-05	GO:0055094	b	3	response to lipoprotein particle	348; 1012; 3689; 7099	CDH13; APOE; TLR4; ITGB2	29	29
1.3382645561e-05	5.78923333897e-05	GO:0051726	b	4	regulation of cell cycle	322; 332; 890; 940; 1063; 2305; 5347; 5698; 7040; 7042; 7128; 8061; 8091; 8318; 9212; 9787; 25959; 93649	TGFB1; TGFB2; CD28; CCNA2; AURKB; PLK1; CENPF; BIRC5; KANK2; HMGA2; APBB1; TNFAIP3; FOXM1; MYOCD; PSMB9; DLGAP5; CDC45; FOSL1	1180	1155
1.40792457225e-05	6.04579375141e-05	GO:0060353	b	4	regulation of cell adhesion molecule production	857; 4855; 93649	NOTCH4; MYOCD; CAV1	10	10
1.44141962996e-05	5.69784700783e-05	GO:0071402	b	3	cellular response to lipoprotein particle stimulus	348; 1012; 3689; 7099	CDH13; APOE; TLR4; ITGB2	30	30
1.51188281706e-05	0.000196544766218	GO:0003700	m	2	DNA-binding transcription factor activity	2078; 2303; 2305; 2313; 4066; 4208; 5396; 22797; 6688; 6935; 8061; 8320; 9242; 9464; 9839; 10320; 56917; 84525; 54345; 64321	SOX18; EOMES; SPI1; LYL1; MEIS3; TFEC; MSC; FLI1; SOX17; MEF2C; ERG; FOXM1; HAND2; HOPX; PRRX1; FOSL1; ZEB1; FOXC2; IKZF1; ZEB2	1453	1403
1.53292172578e-05	5.98908953326e-05	GO:0071772	b	3	response to BMP	94; 3675; 6424; 7040; 7042; 23213; 26585	TGFB1; TGFB2; ACVRL1; SFRP4; ITGA3; SULF1; GREM1	164	160
1.53292172578e-05	6.53449845148e-05	GO:0071773	b	4	cellular response to BMP stimulus	94; 3675; 6424; 7040; 7042; 23213; 26585	TGFB1; TGFB2; ACVRL1; SFRP4; ITGA3; SULF1; GREM1	164	160
1.60712443192e-05	0.000154481167321	GO:0019900	m	4	kinase binding	94; 399; 857; 890; 920; 940; 2305; 2316; 3689; 5341; 5347; 7128; 7153; 9212	CD28; CCNA2; AURKB; PLK1; ITGB2; CD4; ACVRL1; FOXM1; TNFAIP3; RHOH; FLNA; TOP2A; PLEK; CAV1	746	736
1.66422388643e-05	7.0428025339e-05	GO:0007229	b	4	integrin-mediated signaling pathway	1601; 2316; 3055; 3675; 3689; 5341	ITGB2; ITGA3; HCK; DAB2; FLNA; PLEK	109	108
1.69653619138e-05	0.000200191270583	GO:0005634	c	4	nucleus	322; 332; 348; 890; 972; 1063; 1601; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3603; 4066; 4208; 4332; 4854; 5138; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6688; 6935; 7040; 7041; 7128; 7153; 8061; 8091; 4855; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 56917; 114548; 149628; 84525; 84627; 389136; 54345; 284119; 54796; 55635; 93649; 64321	CD74; TGFB1; CAVIN1; FOSL1; PLK1; BIRC5; PYHIN1; ERG; FOXM1; TNFAIP3; HAND2; DAB2; NOTCH3; MSC; SOX18; APOE; CCNA2; NLRP3; IKZF1; S1PR1; MEIS3; APBB1; SOX17; EOMES; DEPDC1; S100A9; AURKB; DLGAP5; MNDA; TGFB1I1; TOP2A; LYL1; TFEC; CENPF; FLI1; CDC45; SPI1; VGLL3; HCK; ZEB1; ZEB2; HOPX; SFRP4; POU2AF1; HMGA2; BNC2; IL16; PDE2A; MEF2C; NOTCH4; ZNF469; PSMB9; PRRX1; FLNA; FOXC2; MYOCD	7626	7218
