ID	Description	GeneRatio	BgRatio	pvalue	qvalue	genes	geneID	Count	clusters	generatio	bgratio
path:hsa05169	Epstein-Barr virus infection - Homo sapiens (human)	10/201	200/22000	0.000133949530349	0.00100058685321	IL6; DDX58; STAT1; TNFAIP3; TLR2; ICAM1; RELB; CXCL10; CD3D; BTK	3383/23586/3627/6772/5971/695/915/7097/7128/3569	10	3	0.0497512437810945	0.00909090909090909
R-HSA-216083	Integrin cell surface interactions	6/67	67/22000	0.000138284837916	0.00102067380367	ITGB2; ITGA3; FBN1; SPP1; ICAM1; LUM	4060/3675/6696/2200/3689/3383	6	3	0.0895522388059701	0.00304545454545455
WP364	IL-6 signaling pathway	5/43	43/22000	0.0001467119714	0.00106263502517	IL6; HCK; IRF1; VAV1; STAT1	3569/3659/3055/6772/7409	5	3	0.116279069767442	0.00195454545454545
WP4217	Ebola Virus Pathway on Host	8/130	130/22000	0.000155507240797	0.00108330886847	ACTN1; STAT1; ITGA3; DDX58; RELB; FLNA; HAVCR2; CAV1	2316/84868/3675/6772/5971/857/87/23586	8	3	0.0615384615384615	0.00590909090909091
None	JAK STAT MolecularVariation 1	7/98	98/22000	0.000160936498925	0.00109301416126	STAT4; CD40LG; STAT1; IL16; IL6; FASLG; IL1B	959/6772/3553/3569/6775/3603/356	7	3	0.0714285714285714	0.00445454545454545
WP75	Toll-like Receptor Signaling Pathway	7/102	102/22000	0.000206522471773	0.00130657073979	TLR2; STAT1; CD86; IL6; SPP1; CXCL10; IL1B	3553/3569/6772/7097/6696/3627/942	7	3	0.0686274509803922	0.00463636363636364
R-HSA-8878166	Transcriptional regulation by RUNX2	6/75	75/22000	0.000258147818692	0.00152430140561	ZNF521; STAT1; TWIST1; GLI2; HAND2; COL1A1	9464/1277/25925/7291/6772/2736	6	3	0.08	0.00340909090909091
WP615	Senescence and Autophagy in Cancer	7/106	106/22000	0.000262008675737	0.00153250357507	CEBPB; IRF1; IL6; IFI16; COL1A1; IL1B; SERPINE1	3659/3553/3569/5054/1051/1277/3428	7	3	0.0660377358490566	0.00481818181818182
path:hsa05133	Pertussis - Homo sapiens (human)	6/76	76/22000	0.000277566121156	0.00157881646896	IRF1; ITGB2; NLRP3; IL6; PYCARD; IL1B	3569/29108/3659/3553/3689/114548	6	3	0.0789473684210526	0.00345454545454545
WP1533	Vitamin B12 Metabolism	5/51	51/22000	0.000331779662719	0.00180627487793	IL6; IL1B; APOE; SERPINE1; ICAM1	5054/3383/348/3569/3553	5	3	0.0980392156862745	0.00231818181818182
nthipathway	nfkb activation by nontypeable hemophilus influenzae	4/29	29/22000	0.000357855050704	0.00192930549075	TLR2; TGFB2; TGFB3; IL1B	7043/7042/3553/7097	4	3	0.137931034482759	0.00131818181818182
path:hsa05134	Legionellosis - Homo sapiens (human)	5/55	55/22000	0.000473011519123	0.00234613713485	TLR2; PYCARD; IL1B; ITGB2; IL6	29108/7097/3553/3689/3569	5	3	0.0909090909090909	0.0025
WP3893	Development and heterogeneity of the ILC family	4/32	32/22000	0.00052705782717	0.00252739881588	IL6; IL1B; IL33; BCL11B	90865/3553/64919/3569	4	3	0.125	0.00145454545454545
R-HSA-913531	Interferon Signaling	8/158	158/22000	0.000583097887453	0.00271820067835	DDX58; STAT1; CIITA; IRF1; TRIM22; PTAFR; ICAM1; PSMB8	5724/4261/6772/10346/23586/3383/5696/3659	8	3	0.0506329113924051	0.00718181818181818
path:hsa04217	Necroptosis - Homo sapiens (human)	8/162	162/22000	0.000687578537612	0.00308912096608	STAT4; STAT1; NLRP3; TNFAIP3; FASLG; IL33; PYCARD; IL1B	6772/6775/114548/90865/3553/356/29108/7128	8	3	0.0493827160493827	0.00736363636363636
R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	7/127	126/22000	0.000745640511307	0.00330212226436	IGF2; APOE; FSTL3; FBN1; IL6; SPP1; FSTL1	10272/11167/3569/348/6696/2200/3481	7	3	0.0551181102362205	0.00572727272727273
R-HSA-5660668	CLEC7A/inflammasome pathway	2/4	4/22000	0.000824478467375	0.00357466188652	PYCARD; IL1B	29108/3553	2	3	0.5	0.000181818181818182
R-HSA-877300	Interferon gamma signaling	6/94	94/22000	0.00086822031657	0.0037036230012	IRF1; STAT1; CIITA; TRIM22; PTAFR; ICAM1	5724/4261/6772/10346/3383/3659	6	3	0.0638297872340425	0.00427272727272727
il1rpathway	signal transduction through il1r	4/37	37/22000	0.000924547175175	0.00384710905107	IL6; TGFB2; TGFB3; IL1B	7043/7042/3553/3569	4	3	0.108108108108108	0.00168181818181818
path:hsa04068	FoxO signaling pathway - Homo sapiens (human)	7/132	131/22000	0.00093836500938	0.0038785753721	TGFB2; TGFB3; PLK3; IL6; FOXO1; FASLG; S1PR1	2308/356/1901/7042/7043/1263/3569	7	3	0.053030303030303	0.00595454545454545
path:hsa04640	Hematopoietic cell lineage - Homo sapiens (human)	6/97	96/22000	0.000969586324077	0.00398108292005	IL6; ITGA3; KIT; CD4; IL1B; CD3D	3675/3815/915/920/3553/3569	6	3	0.0618556701030928	0.00436363636363636
WP2374	Oncostatin M Signaling Pathway	5/65	65/22000	0.00102145975241	0.00409425685058	CEBPB; PRKCB; OSM; SERPINE1; STAT1	5054/1051/5008/5579/6772	5	3	0.0769230769230769	0.00295454545454545
WP4478	LTF danger signal response pathway	3/19	19/22000	0.0013764127782	0.00526775260794	IL6; TLR2; IL1B	3569/3553/7097	3	3	0.157894736842105	0.000863636363636364
path:hsa04659	Th17 cell differentiation - Homo sapiens (human)	6/107	107/22000	0.00169951668629	0.00627202586608	FOXP3; STAT1; CD4; IL6; IL1B; CD3D	6772/50943/3553/915/920/3569	6	3	0.0560747663551402	0.00486363636363636
Pathway_TSLP	TSLP	3/21	21/22000	0.00185668502597	0.00681150719588	RELB; STAT4; STAT1	6772/5971/6775	3	3	0.142857142857143	0.000954545454545455
R-HSA-8957275	Post-translational protein phosphorylation	6/110	109/22000	0.0018678973194	0.00681233140015	APOE; FSTL3; FBN1; IL6; SPP1; FSTL1	10272/11167/3569/348/6696/2200	6	3	0.0545454545454545	0.00495454545454545
WP3391	Senescence-Associated Secretory Phenotype (SASP)	2/6	6/22000	0.00202923970942	0.0071893063991	IL6; CEBPB	1051/3569	2	3	0.333333333333333	0.000272727272727273
WP4197	The human immune response to tuberculosis	3/22	22/22000	0.00213128380793	0.00746551390349	IRF1; STAT1; PSMB8	3659/6772/5696	3	3	0.136363636363636	0.001
R-HSA-6783589	Interleukin-6 family signaling	3/22	22/22000	0.00213128380793	0.00746551390349	IL6; OSM; STAT1	6772/5008/3569	3	3	0.136363636363636	0.001
path:hsa05145	Toxoplasmosis - Homo sapiens (human)	6/113	113/22000	0.00224229086831	0.00776659406901	TGFB2; TGFB3; CD40LG; STAT1; CIITA; TLR2	6772/959/4261/7042/7043/7097	6	3	0.0530973451327434	0.00513636363636364
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	3/23	23/22000	0.00242982609636	0.0082321977035	NLRC5; DDX58; TNFAIP3	84166/7128/23586	3	3	0.130434782608696	0.00104545454545455
WP3980	Protein alkylation leading to liver fibrosis	4/50	50/22000	0.00286209009993	0.00933945190503	IL6; RELB; FASLG; COL1A1	1277/3569/356/5971	4	3	0.08	0.00227272727272727
path:hsa04218	Cellular senescence - Homo sapiens (human)	7/160	160/22000	0.00295087613186	0.00952887084246	TGFB2; TGFB3; IL6; FOXO1; ETS1; MYBL2; SERPINE1	2113/2308/7042/7043/5054/3569/4605	7	3	0.04375	0.00727272727272727
WP2895	Differentiation of white and brown adipocyte	3/25	25/22000	0.00310143658902	0.00991180765564	PRDM16; CEBPB; ZNF423	23090/1051/63976	3	3	0.12	0.00113636363636364
WP2018	RANKL-RANK (Receptor activator of NFKB (ligand)) Signaling Pathway	4/55	55/22000	0.00404944497961	0.0126800802392	RELB; SPI1; STAT1; ICAM1	6688/3383/6772/5971	4	3	0.0727272727272727	0.0025
WP530	Cytokines and Inflammatory Response	3/29	28/22000	0.00430439843466	0.0134106885904	IL6; CD4; IL1B	3553/3569/920	3	3	0.103448275862069	0.00127272727272727
WP2806	Human Complement System	5/92	92/22000	0.00471301304247	0.0143255178232	TLR2; DCN; PRNP; SPP1; ICAM1	5621/3383/7097/1634/6696	5	3	0.0543478260869565	0.00418181818181818
WP4480	Role Altered Glycolysation of MUC1 in Tumour Microenvironment	2/9	9/22000	0.00475761698597	0.0143255178232	IL6; MUC1	3569/4582	2	3	0.222222222222222	0.000409090909090909
path:hsa05418	Fluid shear stress and atherosclerosis - Homo sapiens (human)	6/139	139/22000	0.00620583258732	0.0181429207029	NCF1; ACVR1; MEF2C; ICAM1; IL1B; CAV1	653361/4208/90/3553/3383/857	6	3	0.0431654676258993	0.00631818181818182
Pathway_IL4	IL4	4/63	63/22000	0.00657570317123	0.018447674055	CEBPB; SPI1; ETS1; STAT1	6772/6688/2113/1051	4	3	0.0634920634920635	0.00286363636363636
WP4329	miRNAs involvement in the immune response in sepsis	4/64	64/22000	0.00695062583895	0.0190523820209	IL6; RELB; IRF1; ICAM1	3659/3383/3569/5971	4	3	0.0625	0.00290909090909091
R-HSA-1059683	Interleukin-6 signaling	2/11	11/22000	0.00715641557651	0.0192912072063	IL6; STAT1	6772/3569	2	3	0.181818181818182	5e-04
WP1455	Serotonin Transporter Activity	2/11	11/22000	0.00715641557651	0.0192912072063	TGFB1I1; IL1B	7041/3553	2	3	0.181818181818182	5e-04
WP176	Folate Metabolism	4/66	66/22000	0.00774230479444	0.020513799028	IL6; IL1B; SERPINE1; ICAM1	5054/3569/3383/3553	4	3	0.0606060606060606	0.003
path:hsa05020	Prion diseases - Homo sapiens (human)	3/35	35/22000	0.00809588568802	0.0212688522312	IL6; IL1B; PRNP	3553/3569/5621	3	3	0.0857142857142857	0.00159090909090909
WP4136	Fibrin Complement Receptor 3 Signaling Pathway	3/36	36/22000	0.00875622064244	0.022433292555	IL6; CXCL10; ITGB2	3569/3627/3689	3	3	0.0833333333333333	0.00163636363636364
WP382	MAPK Signaling Pathway	8/246	246/22000	0.0090080730614	0.0229835608974	TGFB2; TGFB3; MEF2C; FASLG; RELB; FLNA; IL1B; FGFR1	7043/7042/2316/4208/2260/5971/356/3553	8	3	0.032520325203252	0.0111818181818182
path:hsa05205	Proteoglycans in cancer - Homo sapiens (human)	16/201	201/22000	1.94139798902e-09	3.00916688297e-07	DCN; FZD1; TGFB2; TWIST1; WNT2; PRKCB; WNT4; TLR2; HCLS1; FASLG; HGF; FLNA; CAV1; IGF2; LUM; FGFR1	3082/54361/1634/7291/8321/5579/2260/2316/7472/857/356/7042/3481/7097/4060/3059	16	5	0.0796019900497512	0.00913636363636364
WP3664	Regulation of Wnt-B-catenin Signaling by Small Molecule Compounds	4/17	17/22000	4.00566013402e-05	0.000388048325483	TCF4; DKK3; SFRP4; FZD1	6424/6925/27122/8321	4	5	0.235294117647059	0.000772727272727273
path:hsa05225	Hepatocellular carcinoma - Homo sapiens (human)	9/168	168/22000	0.000173877986547	0.00113478264904	TGFA; FZD1; TGFB2; TGFB3; WNT2; PRKCB; WNT4; HGF; IGF2	3082/54361/8321/7472/7039/7042/7043/3481/5579	9	5	0.0535714285714286	0.00763636363636364
path:hsa04916	Melanogenesis - Homo sapiens (human)	7/101	101/22000	0.000194254183302	0.00125455826716	FZD1; WNT2; PRKCB; KIT; CREB3L1; EDNRB; WNT4	54361/8321/5579/3815/7472/90993/1910	7	5	0.0693069306930693	0.00459090909090909
WP3876	BMP2-WNT4-FOXO1 Pathway in Human Primary Endometrial Stromal Cell Differentiation	3/11	11/22000	0.000251272507619	0.00150529915762	DCN; FOXO1; WNT4	2308/1634/54361	3	5	0.272727272727273	5e-04
WP428	Wnt Signaling	7/114	114/22000	0.0004088797729	0.00214965010767	FZD1; SFRP4; WNT2; PRKCB; SOX17; FOSL1; WNT4	8321/6424/8061/5579/64321/7472/54361	7	5	0.0614035087719298	0.00518181818181818
path:hsa04390	Hippo signaling pathway - Homo sapiens (human)	8/154	153/22000	0.000470958337414	0.00234613713485	FZD1; TGFB2; ITGB2; WNT2; WNT4; GLI2; TGFB3; SERPINE1	54361/3689/8321/2736/7472/7042/7043/5054	8	5	0.051948051948052	0.00695454545454545
None	Wnt Canonical	7/119	119/22000	0.000529938461394	0.00252739881588	FZD1; SFRP4; WNT2; DKK3; WNT4; PSMB9; PSMB8	5698/6424/27122/5696/7472/8321/54361	7	5	0.0588235294117647	0.00540909090909091
WP4336	ncRNAs involved in Wnt signaling in hepatocellular carcinoma	6/86	86/22000	0.000541732445908	0.00256392455315	FZD1; SFRP4; WNT2; WNT4; FOSL1; SOX17	8321/6424/8061/64321/7472/54361	6	5	0.0697674418604651	0.00390909090909091
Pathway_Wnt	Wnt	5/69	68/22000	0.00125298826992	0.0049167894136	TCF4; WNT4; FZD1; PRKCB; WNT2	6925/7472/8321/54361/5579	5	5	0.072463768115942	0.00309090909090909
path:hsa05217	Basal cell carcinoma - Homo sapiens (human)	4/63	63/22000	0.00657570317123	0.018447674055	GLI2; FZD1; WNT4; WNT2	8321/7472/2736/54361	4	5	0.0634920634920635	0.00286363636363636
WP399	Wnt Signaling Pathway and Pluripotency	5/101	101/22000	0.00697563019152	0.0190523820209	WNT4; FZD1; PRKCB; FOSL1; WNT2	8321/5579/8061/7472/54361	5	5	0.0495049504950495	0.00459090909090909
path:hsa05226	Gastric cancer - Homo sapiens (human)	6/149	149/22000	0.00861856095064	0.0223577731774	FZD1; TGFB2; TGFB3; WNT2; WNT4; HGF	3082/54361/8321/7042/7472/7043	6	5	0.0402684563758389	0.00677272727272727
WP4150	Wnt Signaling in Kidney Disease	3/37	37/22000	0.00944725065425	0.0240053090395	FZD1; WNT4; WNT2	8321/7472/54361	3	5	0.0810810810810811	0.00168181818181818
WP4239	Epithelial to mesenchymal transition in colorectal cancer	14/160	160/22000	6.19782248439e-09	5.48949991474e-07	FZD1; TGFB2; TGFB3; TWIST1; WNT2; JAG1; NOTCH3; NOTCH4; WNT4; DLL4; SNAI1; ZEB1; FOXC2; ZEB2	6615/9839/4854/7043/7042/2303/6935/54361/182/7291/54567/8321/7472/4855	14	1	0.0875	0.00727272727272727
WP4331	Neovascularisation processes	5/21	21/22000	3.82658322399e-06	8.78696888471e-05	NOTCH3; JAG1; DLL4; ACVRL1; KIT	3815/54567/182/4854/94	5	1	0.238095238095238	0.000954545454545455
WP2064	Neural Crest Differentiation	8/101	101/22000	2.58356032196e-05	0.000291237709021	TCF4; TWIST1; NOTCH3; NOTCH4; ETS1; DLL4; SNAI1; FGFR1	2260/6925/2113/7291/54567/6615/4855/4854	8	1	0.0792079207920792	0.00459090909090909
path:hsa05224	Breast cancer - Homo sapiens (human)	9/147	147/22000	6.25169040566e-05	0.000538340007154	FZD1; NOTCH3; NOTCH4; WNT2; KIT; WNT4; DLL4; JAG1; FGFR1	54361/8321/182/2260/3815/4854/4855/54567/7472	9	1	0.0612244897959184	0.00668181818181818
WP4262	Breast cancer pathway	9/154	154/22000	8.96079890301e-05	0.00075076963782	FZD1; SFRP4; NOTCH3; NOTCH4; WNT2; KIT; DLL4; WNT4; FGFR1	8321/3815/2260/6424/54567/7472/54361/4855/4854	9	1	0.0584415584415584	0.007
R-HSA-9012852	Signaling by NOTCH3	5/44	44/22000	0.000163952124189	0.00109301416126	PLXND1; JAG1; DLL4; STAT1; NOTCH3	182/23129/4854/6772/54567	5	1	0.113636363636364	0.002
WP3845	Canonical and Non-canonical Notch signaling	4/27	27/22000	0.000269339781017	0.00154620985398	NOTCH4; JAG1; DLL4; NOTCH3	182/54567/4855/4854	4	1	0.148148148148148	0.00122727272727273
R-HSA-1980150	Signaling by NOTCH4	3/12	12/22000	0.000332121509812	0.00180627487793	NOTCH4; JAG1; DLL4	54567/182/4855	3	1	0.25	0.000545454545454545
R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	2/6	6/22000	0.00202923970942	0.0071893063991	NOTCH4; NOTCH3	4855/4854	2	1	0.333333333333333	0.000272727272727273
R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	3/25	25/22000	0.00310143658902	0.00991180765564	JAG1; DLL4; NOTCH3	182/54567/4854	3	1	0.12	0.00113636363636364
WP4107	Transcriptional regulation by RUNX3	2/13	13/22000	0.00999277668759	0.0244882274558	JAG1; SPP1	182/6696	2	1	0.153846153846154	0.000590909090909091
path:hsa05416	Viral myocarditis - Homo sapiens (human)	6/59	58/22000	6.12202695685e-05	0.000538340007154	CD28; CD40LG; CD86; ITGB2; ICAM1; CAV1	3689/940/942/959/3383/857	6	4	0.101694915254237	0.00263636363636364
path:hsa05340	Primary immunodeficiency - Homo sapiens (human)	5/37	36/22000	6.14237057341e-05	0.000538340007154	CD4; CD40LG; CD3D; BTK; CIITA	915/920/695/959/4261	5	4	0.135135135135135	0.00163636363636364
WP2328	Allograft Rejection	7/91	91/22000	0.000100888093202	0.00082303444454	FOXP3; CD28; CD40LG; STAT1; CD86; FASLG; IL1B	3553/942/6772/959/50943/940/356	7	4	0.0769230769230769	0.00413636363636364
path:hsa05332	Graft-versus-host disease - Homo sapiens (human)	5/41	41/22000	0.000116415072002	0.000922618130196	IL6; IL1B; CD28; FASLG; CD86	940/942/3553/356/3569	5	4	0.121951219512195	0.00186363636363636
R-HSA-2219528	PI3K/AKT Signaling in Cancer	7/94	94/22000	0.000123865032554	0.000959954002292	CD28; VAV1; KIT; FOXO1; HGF; CD86; FGFR1	2260/942/3815/3082/2308/940/7409	7	4	0.074468085106383	0.00427272727272727
R-HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	7/97	97/22000	0.000150921680787	0.0010755338171	CD28; VAV1; KIT; IL33; HGF; CD86; FGFR1	2260/942/3815/3082/940/90865/7409	7	4	0.0721649484536082	0.00440909090909091
None	CD4 T cell receptor signaling	8/130	130/22000	0.000155507240797	0.00108330886847	CD28; VAV1; CD86; CD4; FOSL1; PSMB9; PSMB8; CD3D	8061/920/5698/942/5696/940/915/7409	8	4	0.0615384615384615	0.00590909090909091
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	6/69	69/22000	0.000162912489819	0.00109301416126	CD28; VAV1; CD86; HGF; KIT; FGFR1	2260/942/3082/3815/940/7409	6	4	0.0869565217391304	0.00313636363636364
R-HSA-389359	CD28 dependent Vav1 pathway	3/12	12/22000	0.000332121509812	0.00180627487793	VAV1; CD28; CD86	942/940/7409	3	4	0.25	0.000545454545454545
mhcpathway	antigen processing and presentation	3/12	12/22000	0.000332121509812	0.00180627487793	CD74; PSMB9; PSMB8	5696/972/5698	3	4	0.25	0.000545454545454545
None	CD4 T cell receptor signaling-JNK cascade	5/55	55/22000	0.000473011519123	0.00234613713485	CD4; CD3D; CD28; FOSL1; CD86	942/8061/940/920/915	5	4	0.0909090909090909	0.0025
WP453	Inflammatory Response Pathway	4/33	33/22000	0.000594266810862	0.00274959270697	CD28; CD86; CD40LG; COL1A1	959/1277/942/940	4	4	0.121212121212121	0.0015
WP69	T-Cell antigen Receptor (TCR) Signaling Pathway	6/92	92/22000	0.000775228869226	0.00340880779376	IL6; CD28; VAV1; CD4; IL1B; CD3D	3553/920/3569/915/7409/940	6	4	0.0652173913043478	0.00418181818181818
path:hsa05330	Allograft rejection - Homo sapiens (human)	4/38	37/22000	0.000924547175175	0.00384710905107	CD40LG; CD28; FASLG; CD86	940/942/356/959	4	4	0.105263157894737	0.00168181818181818
None	CD4 T cell receptor signaling-NFkB cascade	6/97	97/22000	0.00102356421265	0.00409425685058	CD28; CD86; CD4; PSMB9; PSMB8; CD3D	920/5698/942/5696/940/915	6	4	0.0618556701030928	0.00440909090909091
vifpathway	hiv-1 defeats host-mediated resistance by cem15	2/5	5/22000	0.00136343203785	0.00526261934769	CD4; HCK	920/3055	2	4	0.4	0.000227272727272727
ctla4pathway	the co-stimulatory signal during t-cell activation	3/20	20/22000	0.00160531241708	0.00606886401579	CD28; CD3D; CD86	942/940/915	3	4	0.15	0.000909090909090909
path:hsa04940	Type I diabetes mellitus - Homo sapiens (human)	4/43	43/22000	0.00163511182889	0.00609657983671	IL1B; CD28; FASLG; CD86	942/940/3553/356	4	4	0.0930232558139535	0.00195454545454545
path:hsa04672	Intestinal immune network for IgA production - Homo sapiens (human)	4/49	47/22000	0.00227828362863	0.00780406546823	IL6; CD28; CD40LG; CD86	940/942/959/3569	4	4	0.0816326530612245	0.00213636363636364
R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	4/50	50/22000	0.00286209009993	0.00933945190503	FASLG; RELB; TNFSF8; CD40LG	5971/959/356/944	4	4	0.08	0.00227272727272727
tcrpathway	t cell receptor signaling pathway	4/55	55/22000	0.00404944497961	0.0126800802392	CD4; VAV1; PRKCB; CD3D	920/915/7409/5579	4	4	0.0727272727272727	0.0025
WP4146	Macrophage markers	2/9	9/22000	0.00475761698597	0.0143255178232	CD74; CD86	972/942	2	4	0.222222222222222	0.000409090909090909
cd40pathway	cd40l signaling pathway	2/9	9/22000	0.00475761698597	0.0143255178232	CD40LG; TNFAIP3	7128/959	2	4	0.222222222222222	0.000409090909090909
mef2dpathway	role of mef2d in t-cell apoptosis	3/30	30/22000	0.00524317347724	0.0157041910912	CD4; PRKCB; CD3D	920/915/5579	3	4	0.1	0.00136363636363636
WP3863	T-Cell antigen Receptor (TCR) pathway during Staphylococcus aureus infection	4/63	63/22000	0.00657570317123	0.018447674055	CD4; CD3D; CD28; CD40LG	959/940/915/920	4	4	0.0634920634920635	0.00286363636363636
path:hsa04514	Cell adhesion molecules (CAMs) - Homo sapiens (human)	6/144	143/22000	0.00710254633843	0.0192912072063	CD28; CD40LG; CD86; CD4; ITGB2; ICAM1	3689/3383/920/940/942/959	6	4	0.0416666666666667	0.0065
tcrapathway	lck and fyn tyrosine kinases in initiation of tcr activation	2/13	13/22000	0.00999277668759	0.0244882274558	CD4; CD3D	920/915	2	4	0.153846153846154	0.000590909090909091
WP4484	Control of immune tolerance by vasoactive intestinalpeptide	2/13	13/22000	0.00999277668759	0.0244882274558	CD28; CD86	942/940	2	4	0.153846153846154	0.000590909090909091
R-HSA-844615	The AIM2 inflammasome	2/3	3/22000	0.000415477069446	0.00216467044585	PYCARD; AIM2	29108/9447	2	6	0.666666666666667	0.000136363636363636
R-HSA-844456	The NLRP3 inflammasome	2/10	10/22000	0.00590093501853	0.0173392403388	PYCARD; NLRP3	114548/29108	2	6	0.2	0.000454545454545455
