MR Padj NES Cancer Median_INV_High Median_INV_Low
WDR75 0.0225117539991663 -1.49286708744862 COAD -0.0695155199981258 0.0748277845665495
ZNF18 0.023191224611166 -1.67789619815119 COAD -0.0759277531241408 0.0613729408943697
MAPK10 0.0235717430254245 1.64473740761256 COAD 0.0672534153297045 -0.0732372285562019
TAF5L 0.0243874102764881 -1.40210525799267 COAD -0.0655998828830028 0.0570530245467312
TAF9 0.0244320721132607 -1.60807135254179 COAD -0.0777078540973452 0.0701436685005133
CREB3L3 0.0244320721132607 -1.67206454066146 COAD -0.031859691142563 0.0286302596783086
L3MBTL2 0.0244493069741607 -1.44716638929335 COAD -0.0258319166615395 0.0249354473520843
ZNF92 0.0244855811189299 -1.62198535997962 COAD -0.0521673538856748 0.0389816573601392
ZNF248 0.0246081744490365 -1.66869500185251 COAD 0.0011409581550963 0.0126883666539331
SNF8 0.0252024034484007 -1.48608594148276 COAD -0.0500668230193929 0.0468824525282901
ANKRD49 0.0255104982416196 -1.31432079798349 COAD -0.0676032736609416 0.0696082983469142
UTP15 0.0255212625402984 -1.39235847761553 COAD -0.0776989830449291 0.0782605747229881
EPAS1 0.0255236352650159 1.6322598040433 COAD 0.0523584341236624 -0.0339259830548259
ZNF721 0.0255299462540485 -1.44557792709589 COAD -0.0593733456804148 0.0544766986283641
ZNF684 0.0256859000769851 -1.65261759136438 COAD -0.0682957393811363 0.0648439850542665
SNAI1 0.0261957582764335 1.62954840146643 COAD 0.0707684182176005 -0.0433156878552129
UBTF 0.0269407710829368 -1.27523343078113 COAD 0.0341955002672941 -0.0273785335633006
ZNF324B 0.0269753168752223 -1.6406141426015 COAD -0.0109337505720631 0.0185105202157247
KDM4C 0.0284419763141357 -1.43225807514643 COAD -0.0567696301651465 0.0432759704600615
SIRT7 0.0288947900331973 -1.45564162243344 COAD -0.0676595443357642 0.0645626483923904
SETD3 0.0292759053627513 -1.39356311257238 COAD -0.0411960829480629 0.0389888185523585
HMOX1 0.0293273273667587 1.61148784759847 COAD 0.0794873691366982 -0.0713564852315855
ZSCAN20 0.029490731495375 -1.56767023283961 COAD -0.0418564848357763 0.0511248362660388
H2AFX 0.029490731495375 -1.5243683729967 COAD -0.0635481193377878 0.0646904981064255
ELOC 0.0295083194520826 -1.32784515241497 COAD -0.0601114159915506 0.0561153499170933
AIM2 0.0304518199270897 1.61665308812542 COAD 0.0268917790410868 -0.0327492375249156
E2F2 0.0304518199270897 -1.38891821141146 COAD -0.0486425014831813 0.0439356453168342
FEZF2 0.0305677678238651 -1.44150143032098 COAD -0.0252657896037829 0.00590584159731293
ZNF174 0.0308489654068464 -1.64154589105605 COAD -0.104153858768564 0.0776483372973145
NELFE 0.0316392747346509 -1.45064161988935 COAD -0.0193574894479913 0.0221334951311594
TRIM16 0.0316930781457624 -1.37445300946636 COAD -0.00877841667679431 0.00346469445179883
LRPPRC 0.0317845134039669 -1.38436498183142 COAD -0.0588173053829868 0.0669922911017714
SKOR1 0.0318775545342791 -1.62507385833366 COAD -0.0190880704085825 -0.00380035660625576
ATAD2 0.032062608738711 -1.41229424964856 COAD -0.0211531997165425 0.0200886719248579
MSRB2 0.0325019837113335 -1.43057620020028 COAD -0.0387126302059947 0.0403758685292774
E2F5 0.0345699969162163 -1.32145947311745 COAD -0.0496083430658697 0.0570692904211963
HIST1H3J 0.0350086715284185 -1.63137839486332 COAD -0.0252624346593536 0.0232471474318937
MRGBP 0.0350401875329898 -1.32737565120575 COAD -0.0359224282123923 0.0502726390049707
HIGD1A 0.0350942373257209 -1.25741571599438 COAD -0.0384076677168445 0.0307529286151401
MARS 0.0355691464593333 -1.44975025439674 COAD -0.0356749016188473 0.0246364495311182
MED19 0.0360428976119644 -1.32594367426891 COAD -0.0536736053072528 0.0417314336110393
ZNF3 0.0360526169964017 -1.53917209201575 COAD -0.0205076496430337 0.0362061090250228
ZNF783 0.0360526169964017 -1.62453891453365 COAD -0.00803189611732219 0.0439689945649495
HDAC7 0.0366146546099334 1.51839818333641 COAD 0.0498286441705582 -0.0390393242805443
CHCHD2 0.0367477674454456 -1.34592842013981 COAD -0.0344467409835159 0.0394564330066688
ZNHIT3 0.0373996887898545 -1.34629020514875 COAD -0.0523897521687613 0.0478119920917698
ZNF16 0.0382209936436853 -1.55858519998158 COAD -0.0933048776852007 0.0927028244265046
PTPN2 0.0386103834968926 -1.32445810830453 COAD 0.0020049011858047 -0.00729522813231405
CAPRIN2 0.0387208138925568 -1.43013889188957 COAD -0.00332303234292814 0.0108236330418426
MNX1 0.0395461195600551 -1.6165535112055 COAD -0.0526996286482494 0.0319425424542182
THAP1 0.0397803891279982 -1.55639706025123 COAD -0.0784818848203387 0.0577443616840483
ZNF407 0.0400662826400065 -1.22300524946258 COAD 0.0230352449610632 -0.0290785528513818
PSMD6 0.0400662826400065 -1.56531082680862 COAD -0.0686851613667002 0.0565431483581021
ANXA4 0.0402746544360856 -1.60829914387626 COAD -0.0402520700756228 0.02774067669469
BMP15 0.0404552076154796 -1.43449387667564 COAD -0.0503188135840414 0.0456944525412476
MTA1 0.040548697217205 -1.52199371922056 COAD -0.0461854063613467 0.0407398578196268
TGIF2 0.0409058875382914 -1.31648177832561 COAD 0.0107280902625364 0.00455743749447827
PPP1R12A 0.0412050246363818 -1.30422231336507 COAD 0.0736743232699219 -0.0701763890307048
ETV1 0.0413198058122821 1.51873042953021 COAD 0.0854971573842137 -0.0982855997950992
TRAPPC2 0.0423707448818579 -1.51268057744907 COAD -0.0589804527278041 0.0609222072823417
ZNF688 0.0424350130982666 -1.488879454253 COAD -0.0310846875497682 0.0248281130413246
GRHL2 0.0433113523180637 -1.39226404825073 COAD -0.0406507621749589 0.0514356747088351
SRA1 0.043592731935539 -1.23369054585732 COAD -0.0446929432992103 0.0397274233820013
FSTL3 0.0437905650227478 1.57989688272789 COAD 0.0805706125097697 -0.0832762185003007
ZFP62 0.0441899465096489 -1.47493428370744 COAD -0.0288427887869875 0.0167505468418945
TXLNG 0.0446648536234203 -1.48228763654032 COAD -0.0107637441960353 0.0209503129014029
NUP107 0.0449501829495983 -1.56747701237131 COAD -0.0403772203026245 0.0491919224893655
PEX2 0.0450323827183888 -1.32458199096805 COAD -0.0372125775217193 0.0127757440481946
PLPP3 0.0462042330106804 1.37706774010186 COAD 0.0820611239060695 -0.0779004569039912
LCORL 0.0462305718739332 -1.4621151599848 COAD -0.0473115155256797 0.0526897375072683
SETBP1 0.0469291795794252 1.53944814481982 COAD 0.0731073896555726 -0.0590018252166833
ZNF273 0.0469291795794252 -1.45176274815122 COAD -0.0568895800178043 0.0600778580051019
MDFI 0.0470115711247813 1.36133364494509 COAD 0.0247204572701002 -0.0416874894231009
ZNF628 0.0478410796327235 -1.35807596158078 COAD -0.0507872011018411 0.0463497583335991
ZNF490 0.048242360689479 -1.38149840605392 COAD -0.0164657072216366 0.0208533914600182
RTRAF 0.0485289491699021 -1.28926059701917 COAD -0.0412600734395539 0.0303653697250148
CDK5 0.0497900685418473 -1.39894401495914 COAD -0.0407945348795126 0.0260842952350727
FSTL1 1.4358709869725e-05 1.97692437434382 LGG 0.114628018571764 -0.0869474994846032
TRIP6 1.4358709869725e-05 1.68959304436142 LGG 0.115897465674701 -0.0842654916610672
WAC 1.4358709869725e-05 1.70371834171079 LGG -0.156899076225107 0.034768102747047
ACTN1 1.4358709869725e-05 1.89060884615074 LGG 0.12033344390401 -0.0695894621664918
YAP1 1.4358709869725e-05 1.9772329113133 LGG 0.075083013102657 -0.0849303624527755
RFX2 1.4358709869725e-05 1.75026653324753 LGG 0.08230551606415 -0.111856430712513
GLIS3 1.4358709869725e-05 2.38234479747043 LGG 0.0983797390540493 -0.101846221566853
HFE 1.4358709869725e-05 2.42522207138513 LGG 0.122228416152169 -0.097719734597949
TNFRSF1A 1.4358709869725e-05 2.50986437538573 LGG 0.111364633230676 -0.112391493734697
STAT3 1.4358709869725e-05 2.48801515304293 LGG 0.114031268991963 -0.110560559024469
MAK 1.4358709869725e-05 2.32762328320242 LGG 0.0577698547635777 -0.0457761847130554
TEAD4 1.4358709869725e-05 2.0050675314384 LGG 0.110221322025134 -0.119826647907911
NAMPT 1.4358709869725e-05 2.71912024752315 LGG 0.115540167405525 -0.0814185396152471
RUNX1 1.4358709869725e-05 2.29522809854019 LGG 0.113382055711457 -0.099635848379801
SP100 1.4358709869725e-05 2.87757140507915 LGG 0.101665296276496 -0.0959427490630194
FZD6 1.4358709869725e-05 2.57722897410726 LGG 0.0948918959362454 -0.0274852068132834
EID3 1.4358709869725e-05 2.09398065633393 LGG 0.0843788154201304 -0.0344945792901775
EYA2 1.4358709869725e-05 2.04080103982347 LGG 0.0570765557199851 -0.0302272323161388
CAVIN1 1.4358709869725e-05 2.45965964840679 LGG 0.127038292942285 -0.0700375237909581
CARD16 1.4358709869725e-05 2.67149366570403 LGG 0.115977808439864 -0.103981516420256
ELF4 1.4358709869725e-05 2.37159041983896 LGG 0.0960392218124724 -0.0899479929199775
ELK3 1.4358709869725e-05 2.37494551912441 LGG 0.100904033860347 -0.101692879614667
TGFB2 1.4358709869725e-05 2.12700176857559 LGG 0.114267988858041 -0.0764682425067881
SPI1 1.4358709869725e-05 3.15909226010167 LGG 0.0955309628870346 -0.090866868023733
MEOX2 1.4358709869725e-05 1.98091766284838 LGG 0.0675540390974793 -0.0197736562651433
PLSCR1 1.4358709869725e-05 3.04577320899432 LGG 0.107983759376144 -0.0732354115607522
FOXJ1 1.4358709869725e-05 2.47574947476743 LGG 0.119755090693961 -0.112109165067271
SP140L 1.4358709869725e-05 2.35686522714192 LGG 0.117346411733056 -0.126577910229893
BHLHE41 1.4358709869725e-05 1.94906125614058 LGG 0.0489600323706547 -0.0600134223108582
FLNA 1.4358709869725e-05 1.87228737694072 LGG 0.0841761810393529 -0.0866860269423448
CCNL2 1.4358709869725e-05 2.17175064196018 LGG 0.0610685011901054 -0.0961527325304544
RPS6KA1 1.4358709869725e-05 2.82335850729186 LGG 0.107772335596935 -0.100931693964911
CAV1 1.4358709869725e-05 2.16724460417528 LGG 0.0967855557019184 -0.103497656636188
ITGB2 1.4358709869725e-05 3.10497235099468 LGG 0.114127827513336 -0.114796236594594
CRB2 1.4358709869725e-05 2.35177140621799 LGG 0.0788136690350823 -0.0763915411357638
TRIM21 1.4358709869725e-05 1.8209479247188 LGG 0.109257366800928 -0.0412662609770407
FOSL2 1.4358709869725e-05 2.42912852327529 LGG 0.104251386189517 -0.0819831805178249
DCN 1.4358709869725e-05 2.49868730574123 LGG 0.106187551353184 -0.0312985605155972
ENG 1.4358709869725e-05 2.73343707116459 LGG 0.10564572176225 -0.0838641601144906
FANK1 1.4358709869725e-05 1.89903348596329 LGG 0.0633538107994798 -0.0713532215498139
TLR6 1.4358709869725e-05 2.86532460736922 LGG 0.0913507364728153 -0.0983203248095255
PYCARD 1.4358709869725e-05 2.88502070710762 LGG 0.0946834548264866 -0.0974419459468743
PDLIM1 1.4358709869725e-05 2.8848513369659 LGG 0.113575457581965 -0.0673644736897397
RIPK3 1.4358709869725e-05 2.56219617826032 LGG 0.0712719046207403 -0.087685759050745
BTK 1.4358709869725e-05 2.90581678225326 LGG 0.0931771039083508 -0.100667753431169
CIITA 1.4358709869725e-05 2.84806790582846 LGG 0.0992427450973797 -0.0981626085193015
TFEC 1.4358709869725e-05 2.85779630217837 LGG 0.1198105846894 -0.12187018992247
CD4 1.4358709869725e-05 2.79043686843463 LGG 0.114468657132946 -0.100846309173781
HAVCR2 1.4358709869725e-05 3.09309336747887 LGG 0.0961517820413217 -0.0977168242833814
VAV1 1.4358709869725e-05 2.91812099807459 LGG 0.0950454615313959 -0.0939963867628558
TNFSF8 1.4358709869725e-05 2.6458536599683 LGG 0.0641971615010479 -0.076048735285865
NLRC4 1.4358709869725e-05 2.49414318382968 LGG 0.0861375127485963 -0.104009300651513
CD86 1.4358709869725e-05 2.94129458610294 LGG 0.0888739044037213 -0.0906558210791524
TRIM38 1.4358709869725e-05 2.81229910562124 LGG 0.0956067054488404 -0.0903194674481729
ACVRL1 1.4358709869725e-05 2.2966868365927 LGG 0.0662483256808325 -0.0323723745539955
VEGFA 1.4358709869725e-05 2.23212824424268 LGG 0.0752903080390335 -0.0261107137394244
SYK 1.4358709869725e-05 2.8608672001904 LGG 0.0777563737926015 -0.0869690623718239
IKZF1 1.4358709869725e-05 2.83687737190599 LGG 0.100385581966712 -0.0981749516394317
ASF1B 1.4358709869725e-05 2.84915810742179 LGG 0.068121707696816 -0.0513626005646514
IL18 1.4358709869725e-05 2.69217868879121 LGG 0.108495016422177 -0.102244716825329
BATF 1.4358709869725e-05 2.85496282373405 LGG 0.084021153480328 -0.0953428415976385
DEPDC1 1.4358709869725e-05 2.25946474362955 LGG 0.101391009775009 -0.086169314533555
PARP9 1.4358709869725e-05 2.86193010755118 LGG 0.0828765676423717 -0.069495216751705
BRIP1 1.4358709869725e-05 2.66203230830092 LGG 0.0698179865548968 -0.0444747047966865
LILRB4 1.4358709869725e-05 2.7980129807957 LGG 0.107759682334013 -0.105205647670922
TMEM173 1.4358709869725e-05 2.52189412095746 LGG 0.0950603146417123 -0.0866470070100643
MYBL2 1.4358709869725e-05 2.72660077636341 LGG 0.0756010583820174 -0.047181951355598
HCLS1 1.4358709869725e-05 2.77764225856299 LGG 0.084172123184443 -0.0888767392785497
MAP2K3 1.4358709869725e-05 2.45976338482932 LGG 0.126046945704332 -0.111555801632174
AR 1.4358709869725e-05 1.92489386025781 LGG 0.0557191918441808 -0.0888476900693454
SHC1 1.4358709869725e-05 1.98828051446113 LGG 0.113551901019348 -0.107315933354613
TCEA3 1.4358709869725e-05 2.30965618512828 LGG 0.0819773248679787 -0.060152772350564
SLC11A1 1.4358709869725e-05 2.52583447925572 LGG 0.108302874813549 -0.0915436027403748
HTATIP2 1.4358709869725e-05 2.2025628309218 LGG 0.0845270694179195 -0.0527680385314194
MLXIPL 1.4358709869725e-05 2.06378991099825 LGG 0.0817211871890081 -0.0775346682368924
ITGA3 1.4358709869725e-05 2.31818239491902 LGG 0.118851395372998 -0.0687058941019541
BCL6B 1.4358709869725e-05 2.43882965694252 LGG 0.0489540770061153 -0.0165948727870756
PRKCH 1.4358709869725e-05 2.02049964301418 LGG 0.0527293530533117 -0.0517623877341559
MECOM 1.4358709869725e-05 2.44506654562817 LGG 0.0717882491577528 -0.0407890859242218
PTAFR 1.4358709869725e-05 2.80126460604709 LGG 0.117223440733379 -0.116576085183516
NCF1 1.4358709869725e-05 2.87102739429217 LGG 0.102335893657596 -0.102239939562578
HYAL2 1.4358709869725e-05 2.36893148335408 LGG 0.0849179612036198 -0.0610428660305527
FBP1 1.4358709869725e-05 2.77348044398308 LGG 0.0874043159900767 -0.0752835035745518
FZD7 1.4358709869725e-05 2.01682296357207 LGG 0.0528037586400967 -0.0800883679424617
CD74 1.4358709869725e-05 3.07237346701837 LGG 0.0937239308860217 -0.0996052181190366
LUM 1.4358709869725e-05 2.7887271225839 LGG 0.120155138757368 -0.066658046335684
IL1RAP 1.4358709869725e-05 2.09756601987519 LGG 0.0900376510086456 -0.0542013948819988
SPP1 1.4358709869725e-05 2.46764521381635 LGG 0.109388190371325 -0.10758800782589
WWTR1 1.4358709869725e-05 2.46379011453616 LGG 0.122412580844375 -0.0908998809165492
LYL1 1.4358709869725e-05 2.20204618408413 LGG 0.0712408999603852 -0.0912999246473351
CA9 1.4358709869725e-05 2.07668476354085 LGG 0.0183815755800061 0.00848268878452689
LGALS9 1.4358709869725e-05 2.7799813840251 LGG 0.0828180834984328 -0.0906045294143999
CDC45 1.4358709869725e-05 2.62578115946187 LGG 0.0515186892172013 -0.0280014596798744
FOXS1 1.4358709869725e-05 2.35182787282241 LGG 0.0660337063914732 -0.0543134561320659
PTTG1 1.4358709869725e-05 2.00736494049777 LGG 0.0675541318070294 -0.056420961223888
HMOX1 1.4358709869725e-05 2.52750754074105 LGG 0.0730423496984371 -0.0792538390993785
FOXC1 1.4358709869725e-05 2.08422430250332 LGG 0.106266961379662 -0.0654616144729843
HCK 1.4358709869725e-05 2.86050870112614 LGG 0.0916823461267816 -0.107234421924913
RUNX3 1.4358709869725e-05 2.81143395034115 LGG 0.0812919237948901 -0.082608974444066
FOXL1 1.4358709869725e-05 2.43213272020875 LGG 0.0615516684068671 -0.00572334429285212
CCNA2 1.4358709869725e-05 2.8176425580256 LGG 0.0791235517151083 -0.0697163143251947
HTRA3 1.4358709869725e-05 2.8578999823407 LGG 0.121224924824868 -0.0618645819692309
CENPF 1.4358709869725e-05 2.74301177660195 LGG 0.0908051498019242 -0.0581695219361782
NLRP3 1.4358709869725e-05 2.39039871233794 LGG 0.049537955019212 -0.0526674386275396
PARP14 1.4358709869725e-05 2.66159752804298 LGG 0.0923574962261402 -0.088833376996214
FOXM1 1.4358709869725e-05 2.62915252597345 LGG 0.0582683865536414 -0.0220305285622469
DLGAP5 1.4358709869725e-05 2.8385422160607 LGG 0.0627086534441377 -0.0680138269080275
DTX3L 1.4358709869725e-05 2.60835095454879 LGG 0.112407939139383 -0.0689044317064796
DLL4 1.4358709869725e-05 2.3428366406012 LGG 0.0599080415380918 -0.0369661640522679
IRF1 1.4358709869725e-05 2.7101592874329 LGG 0.0875414656649062 -0.078722689457837
SKAP1 1.4358709869725e-05 2.7510402852897 LGG 0.12048566866009 -0.0866867725722222
BIRC5 1.4358709869725e-05 2.89164986094106 LGG 0.0412540457959499 -0.0550534042731428
CD28 1.4358709869725e-05 2.60022704895552 LGG 0.0903738836547893 -0.060557926292506
E2F1 1.4358709869725e-05 2.02158816956156 LGG 0.0465227727421322 0.00553797856011448
COL1A1 1.4358709869725e-05 2.81506747220712 LGG 0.100856864408007 -0.0737852177273328
TNFRSF4 1.4358709869725e-05 2.49574605368672 LGG 0.101973124724849 -0.0694190898042133
TLR3 1.4358709869725e-05 2.49476158871079 LGG 0.110000459096603 -0.0942938936782956
AURKB 1.4358709869725e-05 2.79976606452093 LGG 0.0619579773505172 -0.0556104699126642
HAMP 1.4358709869725e-05 2.6781509872756 LGG 0.135622867886361 -0.114862528268952
TMIGD3 1.4358709869725e-05 2.5305070385237 LGG 0.109999808605161 -0.0885016067468098
ORC1 1.4358709869725e-05 1.95212576101065 LGG 0.0817968734255134 -0.0722708927115573
TOP2A 1.4358709869725e-05 2.84148287284199 LGG 0.0622173394313267 -0.0427407419990136
IKZF3 1.4358709869725e-05 2.8084292033938 LGG 0.126157738463451 -0.0928837255134781
PLEK 1.4358709869725e-05 2.71188415977979 LGG 0.112023112117344 -0.104342361218867
HSPA5 1.4358709869725e-05 1.99785641238229 LGG 0.115820630216698 -0.0626960841878885
FANCD2 1.4358709869725e-05 2.41701696791954 LGG 0.0563712105499372 -0.0421220155230685
MITF 1.4358709869725e-05 1.93004284741018 LGG 0.0869827511479187 -0.0744573455927236
CD3D 1.4358709869725e-05 2.88764724694001 LGG 0.148620122362538 -0.0819951505893735
TBX18 1.4358709869725e-05 2.27323196268367 LGG 0.040643581010146 -0.0262353829363482
TLR2 1.4358709869725e-05 2.70223999817994 LGG 0.0955124384301761 -0.0828114495812013
TRIM22 1.4358709869725e-05 2.19864079943827 LGG 0.103355266455959 -0.0777515005213514
IL16 1.4358709869725e-05 2.59465489295622 LGG 0.110878525676694 -0.132992959818014
FOSL1 1.4358709869725e-05 2.52845346328489 LGG 0.0996703006331802 -0.0920589328339717
STAT1 1.4358709869725e-05 2.49574140516728 LGG 0.108802194577 -0.0883890325975651
BRCA2 1.4358709869725e-05 2.03311984403949 LGG 0.0629374524990569 -0.049198778678717
IRF8 1.4358709869725e-05 2.24192838682919 LGG 0.0942952411034527 -0.0905618296521855
LIF 1.4358709869725e-05 2.51498206652458 LGG 0.115531758036907 -0.0776174575637821
IRAK3 1.4358709869725e-05 2.05702586290227 LGG 0.0486471345506276 -0.077749371504194
IRF5 1.4358709869725e-05 2.53783903695424 LGG 0.0573559676239611 -0.0872422728932235
CYP1B1 1.4358709869725e-05 2.25483638866464 LGG 0.0598603311484301 -0.0421790480020626
KLHL6 1.4358709869725e-05 2.52030056640937 LGG 0.0938150977336902 -0.0964326974156163
ICAM1 1.4358709869725e-05 2.57385658753497 LGG 0.111887832500073 -0.0907367563880606
PYHIN1 1.4358709869725e-05 2.78423900302438 LGG 0.148538559874334 -0.102297347019957
PSMB9 1.4358709869725e-05 2.44466554373386 LGG 0.111631629229175 -0.0823739932187151
EOMES 1.4358709869725e-05 2.75674184961845 LGG 0.139525429319788 -0.0728629351810724
CXCL10 1.4358709869725e-05 2.80459061130901 LGG 0.120602689818358 -0.0703828394390418
E2F2 1.4358709869725e-05 2.02142938631085 LGG 0.0351414825337922 -0.0533093298884499
SERPINE1 1.4358709869725e-05 2.52196527677876 LGG 0.0971498689900841 -0.0744674566076864
PLK3 1.4358709869725e-05 2.66369366014223 LGG 0.096857782607467 -0.0951101692459346
S100A9 1.4358709869725e-05 2.52405713196305 LGG 0.0657405395589971 -0.100428855897784
JUNB 1.4358709869725e-05 2.41846201591102 LGG 0.0771490642895619 -0.0778848347128196
FLI1 1.4358709869725e-05 2.28530767801335 LGG 0.0766981523089098 -0.0900070239628283
DAB2 1.4358709869725e-05 2.14221205337124 LGG 0.0665880997887796 -0.067926364925194
NFAM1 1.4358709869725e-05 2.54749331827086 LGG 0.0935101355018478 -0.0866082685236658
IRF7 1.4358709869725e-05 2.38098745442792 LGG 0.100665353495418 -0.0760473171386167
LMO2 1.4358709869725e-05 2.15178001199021 LGG 0.0882930609562671 -0.0759328011340961
LITAF 1.4358709869725e-05 2.12210313763662 LGG 0.0834316141608074 -0.060503648107045
ARID5A 1.4358709869725e-05 2.20219288774548 LGG 0.131445965859741 -0.115748300002002
CARD11 1.4358709869725e-05 2.24479676820443 LGG 0.0549451586730121 -0.0670099115826967
S100A8 1.4358709869725e-05 2.32409895165451 LGG 0.119835556488588 -0.134132973704598
CDC6 1.4358709869725e-05 2.32525782227717 LGG 0.103550705737312 -0.0884785674416499
OTP 1.4358709869725e-05 2.02211872896532 LGG 0.133702469786553 -0.0976382963976532
PSMB8 1.4358709869725e-05 2.32345135165742 LGG 0.117015150954565 -0.0684525122218295
MAML3 1.4358709869725e-05 2.01112279403777 LGG 0.0515848864225054 -0.0498330052006757
JAG1 1.4358709869725e-05 2.09552049331976 LGG 0.0729360345806816 -0.0493180444412405
CEBPA 1.4358709869725e-05 2.38579130445269 LGG 0.118230403278825 -0.102048769017532
NLRC5 1.4358709869725e-05 2.16100068395618 LGG 0.0965358550592104 -0.0754073922691832
LEF1 1.4358709869725e-05 2.08484472056861 LGG 0.0917448625031273 -0.044921724032662
SFRP4 1.4358709869725e-05 2.38108516781309 LGG 0.174069547498733 -0.152649563546441
ATF3 1.4358709869725e-05 2.44176551825573 LGG 0.0746771290220016 -0.073179610767371
CEBPD 1.4358709869725e-05 2.15960897563559 LGG 0.0991324544626063 -0.0850140886401375
PLK1 1.4358709869725e-05 2.12400351020927 LGG 0.0503132190758806 -0.0534022306598315
ATP8B1 1.4358709869725e-05 2.33279509508328 LGG 0.0814856008700332 -0.0495718710787768
RHOH 1.4358709869725e-05 2.53329265537022 LGG 0.102626044562133 -0.107278610072585
SERTAD1 1.4358709869725e-05 2.18818238553723 LGG 0.0975750521651657 -0.108910225928071
FASLG 1.4358709869725e-05 2.52020002369269 LGG 0.128233722997288 -0.0927590938382742
KLF6 1.4358709869725e-05 2.26779584058606 LGG 0.100550522575985 -0.101991943081486
MIXL1 1.4358709869725e-05 2.17207474427723 LGG 0.125422725189709 -0.0633527267783868
HOXB3 1.4358709869725e-05 2.15606191035592 LGG 0.118957269105859 -0.0950594371135387
GDF15 1.4358709869725e-05 2.09534818903998 LGG 0.123215553021541 -0.0572760846552408
CD40LG 1.4358709869725e-05 2.59751098855519 LGG 0.13410381050703 -0.0969585510230981
HOXA5 1.4358709869725e-05 2.58422234951855 LGG 0.156773226579542 -0.0941135183453363
PARP15 1.4358709869725e-05 2.34767781313985 LGG 0.141490061590936 -0.12788683054117
VGLL3 1.4358709869725e-05 2.1316822695119 LGG 0.106841101022101 -0.061917635465084
IL6 1.4358709869725e-05 2.2992784860129 LGG 0.12369910054975 -0.104058335440602
HOXD11 1.4358709869725e-05 2.38685180968221 LGG 0.188929944951741 -0.113115740681458
MNDA 1.4358709869725e-05 2.08817675386291 LGG 0.0897024814999684 -0.115797860739936
HOXC10 1.4358709869725e-05 2.35078608453096 LGG 0.115914378282633 -0.120134878924406
CENPU 1.4358709869725e-05 2.18605372855045 LGG 0.0831790058104509 -0.049622706666751
LOXL2 1.4358709869725e-05 2.18217900181343 LGG 0.0576758750494945 -0.0855238517706747
HOXC9 1.4358709869725e-05 2.41791176967887 LGG 0.181414005628524 -0.147190667702706
HOXA3 1.4358709869725e-05 2.26501131235685 LGG 0.135120583321437 -0.113150694993844
VWC2L 1.4358709869725e-05 -2.20034669367886 LGG -0.0820310634229575 0.0836330498139824
MYOD1 1.4358709869725e-05 -2.41923927651668 LGG -0.132995457313258 0.0419574749784054
LHX5 1.4358709869725e-05 -2.30219703712483 LGG -0.101137022635305 0.0385999454758557
SCRT2 1.4358709869725e-05 -2.50825144856224 LGG -0.103929981791188 0.0812106934948274
CIDEA 1.4358709869725e-05 -2.29311850595863 LGG -0.135991860912556 0.0626525153945799
KHDRBS2 1.4358709869725e-05 -2.40416037272537 LGG -0.121745819741379 0.021178414982998
TGFA 1.4358709869725e-05 -2.14918463094886 LGG -0.0995014221662507 0.0716016626333385
PKIA 1.4358709869725e-05 -2.12400861987815 LGG -0.111359991276127 0.0973798271070575
TENM2 1.4358709869725e-05 -2.09445804967515 LGG -0.0831311325090125 0.0454008720493677
ING5 1.4358709869725e-05 -2.07454800251662 LGG -0.121132190782778 0.0593916647864243
VAX1 1.4358709869725e-05 -2.37248210080563 LGG -0.0658111171229697 0.0324233641533363
INHA 1.4358709869725e-05 -2.11243860881233 LGG -0.124690136768038 0.0371051463699977
SREBF2 1.4358709869725e-05 -2.04559779872449 LGG -0.111502091067632 0.0582891386814452
ZNF891 1.4358709869725e-05 -1.9723831478773 LGG -0.116806602527226 0.0289847412181621
BASP1 1.4358709869725e-05 -2.11855647670852 LGG -0.117598508138455 0.0661806044801131
KDM4B 1.4358709869725e-05 -1.98413114198459 LGG -0.125934883643228 0.0385313829642049
GDF9 1.4358709869725e-05 -2.39137894285003 LGG -0.134410890495272 0.0278475602113686
ZNF737 1.4358709869725e-05 -1.92462031786104 LGG -0.139823014390832 0.0458399017903899
KCNIP3 1.4358709869725e-05 -2.47204863241799 LGG -0.131672054771723 0.0665632488467922
MAPK9 1.4358709869725e-05 -2.37267014804349 LGG -0.0931023908117044 0.035913120637144
ZNF785 1.4358709869725e-05 -2.18300414487352 LGG -0.0680609061144935 0.0315049720115354
TARBP1 1.4358709869725e-05 -2.00090204595202 LGG -0.13382579772976 0.0469960592486822
MAP2K1 1.4358709869725e-05 -2.0217967780846 LGG -0.0554362261727259 0.0185825473423288
MAP3K10 1.4358709869725e-05 -2.14554704657437 LGG -0.0952104934869462 0.0492440221035659
HMG20A 1.4358709869725e-05 -2.02177333711013 LGG -0.0787543567157782 0.0489197811335424
TSSK4 1.4358709869725e-05 -2.21977334812541 LGG -0.125433706160689 0.0469778654138784
PCSK6 1.4358709869725e-05 -2.19985562870947 LGG -0.132189839841907 0.0368993133129438
PGR 1.4358709869725e-05 -2.37847093973902 LGG -0.0999193869135628 0.0435607580903931
NRIP2 1.4358709869725e-05 -2.20099594604766 LGG -0.139724544280257 0.0803993683034
INSM2 1.4358709869725e-05 -2.50354695750187 LGG -0.12008300850894 0.0793812919690942
MTA3 1.4358709869725e-05 -2.23769193504797 LGG -0.1555326982157 0.0842380699809741
